source_file,timestamp,cycles_sampled,capacity_ah,pulse_resistance_ohm,incremental_resistance_ohm,elapsed_days,capacity_soh_pct,resistance_factor,capacity_soh_estimate_pct,resistance_factor_estimate
CX2_3/cx2_3_9_20_10.xlsx,2010-09-17 22:40:09.000,1,1.385125864325351,0.1150278492889833,0.1170687062014254,0.0,100.0,1.0,100.0,1.0
CX2_3/cx2_3_9_24_10.xlsx,2010-09-22 08:47:00.500,8,1.3776022565027173,0.11754901806369995,0.1192637725302936,4.421429398148148,99.45682858024615,1.0219178989288302,99.72841429012308,1.0109589494644151
CX2_3/cx2_3_9_29_10.xlsx,2010-09-26 13:34:39.000,17,1.3715584425984415,0.1106751645945629,0.1117801684250513,8.621180555555556,99.02049177794267,0.9621597315665253,99.45682858024615,1.0
CX2_3/cx2_3_10_05_10.xlsx,2010-10-05 03:38:00.000,3,1.354594342918059,0.1210311133829175,0.1235254628764841,17.20684027777778,97.79575833549518,1.0521896578180148,99.02049177794267,1.0219178989288302
CX2_3/cx2_3_10_15_10.xlsx,2010-10-10 22:01:33.000,25,1.3400718755302243,0.118389197089903,0.1212203066712252,22.973194444444445,96.74730001399037,1.0292220346785328,97.79575833549518,1.0292220346785328
CX2_3/cx2_3_10_26_10.xlsx,2010-10-20 04:19:39.000,25,1.3224012088456902,0.11979798510951,0.1223894711885596,32.23576388888889,95.47155553909089,1.041469399367302,96.74730001399037,1.041469399367302
CX2_3/cx2_3_10_28_10.xlsx,2010-10-28 01:07:35.000,2,1.33563556674122,0.12187162683744279,0.12515515428142285,40.10238425925926,96.42701801628431,1.0594967009360137,96.42701801628431,1.041469399367302
CX2_3/cx2_3_11_01_10.xlsx,2010-10-29 16:21:44.500,6,1.3216857237668131,0.1254737264972396,0.1287795435839654,41.73721643518518,95.41990066083724,1.090811723185515,95.47155553909089,1.0594967009360137
CX2_3/cx2_3_11_11_10.xlsx,2010-11-06 00:39:50.000,25,1.316089847425447,0.116948216022548,0.1192641312543802,49.08311342592592,95.01590298196264,1.0166947982200396,95.41990066083724,1.0594967009360137
CX2_3/cx2_3_11_22_10.xlsx,2010-11-15 20:12:46.000,25,1.306251646117353,0.1174290137231207,0.1201939118738998,58.897650462962964,94.30562808482281,1.0208746355685134,95.01590298196264,1.0208746355685134
CX2_3/cx2_3_11_24_10.xlsx,2010-11-24 03:12:15.000,3,1.294104523555168,0.1265883147631783,0.1298790125021622,67.18895833333333,93.42865922047334,1.1005014485244506,94.30562808482281,1.0208746355685134
CX2_3/cx2_3_12_08_10.xlsx,2010-12-03 19:09:32.000,25,1.287239683631903,0.1224720944502725,0.1260308495596935,76.85373842592593,92.9330479478755,1.0647168942765077,93.42865922047334,1.0647168942765077
CX2_3/cx2_3_12_20_10.xlsx,2010-12-14 20:57:32.000,25,1.282120588148608,0.1219912967496998,0.1250011594958291,87.92873842592593,92.5634717515788,1.0605370569280341,92.9330479478755,1.0647168942765077
CX2_3/cx2_3_1_11_11.xlsx,2011-01-07 14:12:03.500,24,1.2646332981504749,0.1248732588844099,0.1282634010465204,111.64715856481482,91.30096626752659,1.085591529845021,92.5634717515788,1.0647168942765077
CX2_3/cx2_3_1_18_11.xlsx,2011-01-15 14:58:15.500,18,1.2532994537627662,0.133758485113054,0.1376581105390177,119.67924189814815,90.48271251314817,1.162835660580021,91.30096626752659,1.085591529845021
CX2_3/cx2_3_1_28_11.xlsx,2011-01-23 15:18:00.500,24,1.2464217244104088,0.13859842446979082,0.1422654720920162,127.69295717592593,89.9861706804168,1.204911900261574,90.48271251314817,1.162835660580021
CX2_3/cx2_3_2_10_11.xlsx,2011-02-04 19:39:08.000,25,1.2397353484402736,0.1361603555643729,0.140626127747729,139.8742939814815,89.50344372091467,1.1837164339419979,89.9861706804168,1.1837164339419979
CX2_3/cx2_3_2_21_11.xlsx,2011-02-14 19:10:01.000,25,1.2263816304074346,0.1383207681396332,0.1419043101050313,149.85407407407408,88.53936396637604,1.2024980819395428,89.50344372091467,1.2024980819395428
CX2_3/cx2_3_2_25_11.xlsx,2011-02-23 16:51:58.500,6,1.2194342654564498,0.14036221681981792,0.1440305223814193,158.75821180555556,88.03779474946097,1.22024551173853,88.53936396637604,1.2024980819395428
CX2_3/cx2_3_3_7_11.xlsx,2011-03-01 23:16:02.000,25,1.2125675968226588,0.1376006306145464,0.1409043355961885,165.02491898148148,87.54205145200002,1.1962375326070274,88.03779474946097,1.2024980819395428
CX2_3/cx2_3_3_21_11.xlsx,2011-03-12 17:00:34.000,25,1.1997535946189115,0.138763570195516,0.1418661020648555,175.76417824074073,86.61693680835798,1.2063476023697677,87.54205145200002,1.2063476023697677
CX2_3/cx2_3_4_1_11.xlsx,2011-03-26 14:34:34.000,25,1.1876463082076931,0.1383207681396332,0.1418661146010406,189.66278935185184,85.74284393903484,1.2024980819395428,86.61693680835798,1.2024980819395428
CX2_3/cx2_3_4_14_11.xlsx,2011-04-09 12:18:50.000,25,1.179794911752964,0.1361603555643729,0.1394239624720892,203.5685300925926,85.17600762062176,1.1837164339419979,85.74284393903484,1.2024980819395428
CX2_3/cx2_3_4_18_11.xlsx,2011-04-15 18:36:01.000,1,1.176678508278344,0.1354031254394879,0.1384627956438293,209.83046296296297,84.95101698584375,1.1771334183543327,85.17600762062176,1.1837164339419979
CX2_3/cx2_3_4_26_11.xlsx,2011-04-23 01:06:51.000,22,1.174973787725861,0.1360579324962799,0.13898094817851098,217.101875,84.82794365392577,1.1828260141982045,84.95101698584375,1.1828260141982045
CX2_3/cx2_3_5_5_11.xlsx,2011-05-01 13:06:57.000,25,1.1648301679379998,0.1371205389311553,0.1400179197304295,225.60194444444446,84.0956188848116,1.1920638330520184,84.82794365392577,1.1828260141982045
CX2_3/cx2_3_5_13_11.xlsx,2011-05-11 04:15:13.000,10,1.1641216755555193,0.1365204243269163,0.13922120258791,235.23268518518518,84.04446884850601,1.1868467086082557,84.0956188848116,1.1868467086082557
CX2_3/cx2_3_5_20_11.xlsx,2011-05-16 22:23:13.000,21,1.1556971169084669,0.1380807222979376,0.1409426257148218,240.98824074074074,83.43625273876239,1.2004112321620377,84.04446884850601,1.1920638330520184
CX2_3/cx2_3_5_26_11.xlsx,2011-05-23 12:59:49.000,18,1.148614191209436,0.1371198329139738,0.13998022801730364,247.59699074074075,82.92489663160598,1.1920576952585547,83.43625273876239,1.1920576952585547
CX2_3/cx2_3_6_2_11.xlsx,2011-05-30 00:41:29.000,21,1.143843876579183,0.136363756675143,0.1396649609194691,254.08425925925926,82.58050088006345,1.1854847110333926,82.92489663160598,1.1920576952585547
CX2_3/cx2_3_6_7_11.xlsx,2011-06-04 16:01:39.000,14,1.152382049621742,0.12679433163515605,0.1296033381328398,259.7232638888889,83.19691944984575,1.1022924658585238,82.92489663160598,1.1854847110333926
CX2_3/cx2_3_6_10_11.xlsx,2011-06-10 02:23:15.000,3,1.151849618354881,0.1291962020864749,0.1324890344026865,265.15493055555555,83.15848025232773,1.1231732392205003,83.15848025232773,1.1231732392205003
CX2_3/cx2_3_6_13_11.xlsx,2011-06-12 03:19:45.000,9,1.1575278836668312,0.1224384858094262,0.1245540925137027,267.19416666666666,83.5684260527923,1.064424715981825,83.19691944984575,1.1022924658585238
CX2_3/cx2_3_6_20_11.xlsx,2011-06-17 00:19:44.000,21,1.1448447855499282,0.1274809175122333,0.1303247550264966,272.0691550925926,82.65276210891811,1.1082613323662542,83.15848025232773,1.1082613323662542
CX2_3/cx2_3_6_30_11.xlsx,2011-06-24 12:05:02.000,25,1.1427536998157637,0.1277208988642706,0.1303251200080873,279.55894675925924,82.50179490889525,1.1103476214998915,82.65276210891811,1.1082613323662542
CX2_3/cx2_3_7_11_11.xlsx,2011-07-06 16:54:00.000,8,1.1311608835474845,0.1274980463448288,0.1302223034465364,291.75961805555556,81.66484452287919,1.1084102426753781,82.50179490889525,1.1084102426753781
CX2_3/cx2_3_7_21_11.xlsx,2011-07-15 13:52:25.000,25,1.130639963724243,0.1253196736888857,0.1278853667209237,300.63351851851854,81.62723640099958,1.0894724578744956,81.66484452287919,1.1084102426753781
CX2_3/cx2_3_8_1_11.xlsx,2011-07-26 09:44:28.000,25,1.1257738673352051,0.1243931672010187,0.126786259452221,311.46133101851854,81.27592562741815,1.081417830290011,81.62723640099958,1.0894724578744956
CX2_3/cx2_3_8_9_11.xlsx,2011-08-03 19:12:13.000,8,1.1190690717206864,0.126794331635156,0.1296033439228583,319.8556018518519,80.7918688505429,1.1022924658585234,81.27592562741815,1.0894724578744956
CX2_3/cx2_3_8_19_11.xlsx,2011-08-13 10:02:40.000,25,1.122264325912555,0.1258341482683737,0.1286761998935252,329.4739699074074,81.0225521605701,1.093945066748504,81.0225521605701,1.093945066748504
CX2_3/cx2_3_8_29_11.xlsx,2011-08-23 12:49:29.000,25,1.0977937057074243,0.1282008615683451,0.1310461891627724,339.5898148148148,79.25588092618018,1.1145201997671657,80.7918688505429,1.1022924658585234
CX2_3/cx2_3_9_16_11.xlsx,2011-09-10 12:49:03.000,25,1.098364485067406,0.1261080939887393,0.1292933853389599,357.5895138888889,79.29708868748783,1.0963266267103648,79.29708868748783,1.0963266267103648
